#Number;State;DataSource;Name;Identifier;Year;Description;Standard;Platform;Language;Wikipedia;Domain;Width;MinWidth;MaxWidth;ReplacementChar;GeneratesNFC;ContainsBIDI;JavaLibrary
9999;checked;ORACLE_JAVA;x-MacCroatian;MacCroatian;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacCyrillic;MacCyrillic;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacDingbat;MacDingbat;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacGreek;MacGreek;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacHebrew;MacHebrew;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacIceland;MacIcelandic;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacRoman;MacIntosh;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacRomania;MacRomanian;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacSymbol;MacSymbol;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacThai;MacThai;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacTurkish;MacTurkish;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MacUkraine;MacUkrainian;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-MS932_0213;MS932_X0213;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-mswin-936;Windows_936;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-PCK;Shift_JIS;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-SJIS_0213;JAVA_SJIS_0213_16P;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-UTF-16LE-BOM;UTF_16LE;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;X-UTF-32BE-BOM;UTF_32BE;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;X-UTF-32LE-BOM;UTF_32LE;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-windows-50220;CP50220;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-windows-50221;CP50221;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-windows-874;Windows_874;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-windows-949;Windows_949;;from JAVA;;;;;;;;;;;;
9999;unchecked;ORACLE_JAVA;x-windows-950;Windows_950_2000;;from JAVA;;;;;;;;;;;;
9999;checked;ORACLE_JAVA;x-ISCII91;ISCII_Devanagari;;from JAVA;;;;;;;;;;;;
9999;unsave;MS;x-cp20269;ISO_6937_2001;;from MS;;;;;;;;;;;;
9999;checked;MS;x-IA5;ISO_646_IRV_1983;;from MS;;;;;;;;;;;;
9999;checked;MS;x-IA5-German;DIN_66003;;from MS;;;;;;;;;;;;
9999;checked;MS;ibm737;CP737;;from MS;;;;;;;;;;;;
9999;checked;MS;ibm775;CP775;;from MS;;;;;;;;;;;;
9999;checked;MS;ibm850;CP850;;from MS;;;;;;;;;;;;
9999;checked;MS;ibm852;CP852;;from MS;;;;;;;;;;;;
9999;checked;MS;ibm857;CP857;;from MS;;;;;;;;;;;;
9999;checked;MS;ibm861;CP861;;from MS;;;;;;;;;;;;
9999;checked;MS;DOS-862;CP862;;from MS;;;;;;;;;;;;
9999;checked;MS;cp866;CP866;;from MS;;;;;;;;;;;;
9999;checked;MS;cp875;IBM875;;from MS;;;;;;;;;;;;
9999;checked;MS;ibm869;CP869;;from MS;;;;;;;;;;;;
9999;unchecked;MS;shift_jis;Shift_JIS;;from MS;;;;;;;;;;;;
9999;unchecked;MS;gb2312;Windows_936;;from MS;;;;;;;;;;;;
9999;unchecked;MS;ks_c_5601-1987;KS_C_5601_1987;;from MS;;;;;;;;;;;;
9999;unchecked;MS;big5;CP950;;from MS;;;;;;;;;;;;
9999;checked;MS;IBM01047;IBM1047;;from MS;;;;;;;;;;;;
9999;checked;MS;utf-16;UCS_2LE;;from MS;;;;;;;;;;;;
9999;checked;MS;unicodeFFFE;UCS_2BE;;from MS;;;;;;;;;;;;
9999;unchecked;MS;Johab;JOHAB;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-japanese;MacJapanese;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-chinesetrad;MacChineseTraditional;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-korean;MacKorean;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-arabic;MacArabic;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-hebrew;MacHebrew;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-greek;MacGreek;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-cyrillic;MacCyrillic;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-chinesesimp;MacChineseSimplified;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-romanian;MacRomanian;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-ukrainian;MacUkrainian;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-thai;MacThai;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-ce;MacCentralEuropean;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-icelandic;MacIcelandic;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-turkish;MacTurkish;;from MS;;;;;;;;;;;;
9999;checked;MS;x-mac-croatian;MacCroatian;;from MS;;;;;;;;;;;;
27;checked;MS;utf-32;UCS_4LE;;from MS;;;;;;;;;;;;
26;checked;MS;utf-32BE;UCS_4BE;;from MS;;;;;;;;;;;;
9999;checked;MS;us-ascii;US_ASCII;;from MS;;;;;;;;;;;;
9999;checked;MS;koi8-r;KOI8_R;;from MS;;;;;;;;;;;;
9999;checked;MS;koi8-u;KOI8_U;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-1;ISO_8859_1;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-2;ISO_8859_2;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-3;ISO_8859_3;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-4;ISO_8859_4;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-5;ISO_8859_5;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-6;ISO_8859_6;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-7;ISO_8859_7;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-8;ISO_8859_8;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-9;ISO_8859_9;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-13;ISO_8859_13;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-15;ISO_8859_15;;from MS;;;;;;;;;;;;
9999;checked;MS;iso-8859-8-i;ISO_8859_8_I;;from MS;;;;;;;;;;;;
9999;unchecked;MS;iso-2022-jp;CP50220;;from MS;;;;;;;;;;;;
9999;unchecked;MS;csISO2022JP;CP50221;;from MS;;;;;;;;;;;;
9999;unchecked;MS;iso-2022-kr;ISO_2022_KR;;from MS;;;;;;;;;;;;
9999;unchecked;MS;euc-jp;CP51932;;from MS;;;;;;;;;;;;
9999;unchecked;MS;euc-kr;EUC_KR;;from MS;;;;;;;;;;;;
9999;unchecked;MS;hz-gb-2312;HZ_GB_2312;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-de;ISCII_Devanagari;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-be;ISCII_BengaliAssamese;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-ta;ISCII_Tamil;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-te;ISCII_Telugu;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-as;ISCII_BengaliAssamese;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-or;ISCII_Oriya;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-ka;ISCII_Kannada;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-ma;ISCII_Malayalam;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-gu;ISCII_Gujarati;;from MS;;;;;;;;;;;;
9999;checked;MS;x-iscii-pa;ISCII_Punjabi;;from MS;;;;;;;;;;;;
9999;unsave;MS;utf-7;UTF_7;;from MS;;;;;;;;;;;;
20;checked;MS;utf-8;UTF_8;;from MS;;;;;;;;;;;;
9999;unchecked;MS;CP51950;EUC_TW;;from MS;;;;;;;;;;;;
9999;checked;MS;cp1025;IBM1025;;from MS;;;;;;;;;;;;
9999;checked;MS;x-cp20261;T_61_8bit;;from MS;;;;;;;;;;;;
9999;checked;MS;x-EBCDIC-KoreanExtended;IBM833;;from MS;;;;;;;;;;;;
9999;checked;MS;CP50936;IBM936;;from MS;;;;;;;;;;;;
9999;checked;MS;x-cp20936;GB_2312_80;;from MS;;;;;;;;;;;;
9999;unchecked;MS;ASMO-708;CP708;;from MS;;;;;;;;;;;;
9999;checked;MS;DOS-720;CP720;;from MS;;;;;;;;;;;;
9999;checked;MS;x-IA5-Swedish;SEN_850200_C;;from MS;;;;;;;;;;;;
9999;checked;MS;x-IA5-Norwegian;NS_4551_2;;from MS;;;;;;;;;;;;
9999;checked;SELF;ibm-895;JIS_C6220_1969_RO;;from SELF;;;;;;;;;;;;
